timestamp,event_id,latitude,longitude,event_type,expected_attendance,duration_hours,impact_radius_km
2025-09-01 04:21:00.549656,event_0027,51.142625721772376,71.40108166649148,concert,48130.0,4.042459442117092,7.638047970478121
2025-09-10 04:42:25.549656,event_0028,51.15399503850339,71.42635703482352,accident,,2.5402739473614977,0.947605618318889
2025-09-04 15:45:38.549656,event_0029,51.14149357130931,71.37391726031042,festival,14804.0,12.462801540483962,4.491406057512564
2025-08-23 15:30:25.549656,event_0030,51.15304102946079,71.39873127116914,construction,,6.925463157140606,1.5551848695378905
2025-08-27 22:59:12.549656,event_0031,51.171952423575895,71.44673057191665,construction,,5.9624610207558275,1.5679092246245208
2025-08-27 11:13:55.549656,event_0032,51.12172067940375,71.40122423863275,concert,26084.0,2.962292488481225,3.5049412951691843
2025-09-02 19:25:48.549656,event_0033,51.17860024132867,71.43513950168662,sports,8472.0,5.290759014595379,4.764885533897008
2025-09-02 20:58:20.549656,event_0034,51.16588915224549,71.44388903281434,accident,,1.366209786472244,0.6227040196680461
2025-08-27 03:57:20.549656,event_0035,51.15099756990634,71.47156593029128,accident,,1.6122446847472456,1.1992139692240185
2025-08-24 13:39:42.549656,event_0036,51.16252490672137,71.47391138701629,construction,,5.006358685635336,1.167067994692505
2025-08-22 07:57:21.549656,event_0037,51.143474925065505,71.46394682614358,festival,26674.0,13.617698474027865,3.428718863736937
2025-08-29 19:39:03.549656,event_0038,51.16120101392326,71.44768274684137,concert,49200.0,5.754720209159746,7.770394412592598
2025-08-21 23:30:36.549656,event_0039,51.150693556754575,71.4727863487789,concert,7761.0,2.7908235535359385,6.871525542475116
2025-09-14 04:52:11.549656,event_0040,51.13822703045944,71.44109335018248,construction,,5.737232172173938,0.7264069001782515
2025-09-04 01:55:07.549656,event_0041,51.138844803672406,71.38672112333846,concert,17052.0,4.912652624313175,2.137208372908794
2025-08-30 05:15:42.549656,event_0042,51.147230899914554,71.39803486713456,accident,,1.558861447226012,1.2719005030242558
2025-09-17 04:19:10.549656,event_0043,51.15652643322148,71.42206573604481,accident,,2.355611337448062,1.344042035824177
2025-09-04 20:46:20.549656,event_0044,51.151233417210904,71.38664957318392,construction,,9.843500001957707,0.6080142995130421
2025-09-11 05:22:36.549656,event_0045,51.17129371374603,71.42673987051664,construction,,8.191512198881844,1.1547707876376974
2025-09-17 00:14:29.549656,event_0046,51.16455416036913,71.45432720062877,concert,49823.0,5.981861030510159,2.662551640420429
2025-09-07 12:59:06.549656,event_0047,51.151934987293366,71.39216665133401,sports,9701.0,3.8102968526807,5.583650448722074
2025-09-13 22:37:24.549656,event_0048,51.186027085604245,71.43377804256671,concert,33518.0,5.138994590631393,3.6720640159432856
2025-08-20 06:15:31.549656,event_0049,51.15861028190268,71.4149620044621,accident,,0.6011769092948478,0.6125398207591752
2025-08-29 19:20:27.549656,event_0050,51.128081410592664,71.43865491120937,sports,9538.0,5.841838153456242,6.467903441570364
2025-08-20 05:52:51.549656,event_0051,51.16783669849568,71.43460226516056,construction,,6.025023763519453,1.2911775307794198
2025-08-20 13:49:36.549656,event_0052,51.19764771804395,71.46774963436613,construction,,6.0635503147019,1.0434915733785268
2025-09-08 15:06:57.549656,event_0053,51.17828783938195,71.45004873635068,festival,23008.0,8.786726784072918,8.358457510423271
2025-08-25 10:29:12.549656,event_0054,51.10044980718726,71.51213984745364,sports,41450.0,3.8074084475293795,3.2796666396326244
2025-09-08 15:32:00.549656,event_0055,51.092829601526525,71.38079758478867,festival,43943.0,6.8023116609299885,4.821045285747804
2025-09-01 23:08:00.549656,event_0056,51.14545547562357,71.51544417827529,accident,,0.6531251665473325,1.2382209262153159
2025-09-12 13:12:30.549656,event_0057,51.09727943337242,71.37846626097166,construction,,6.065651843713247,0.7730088972234985
2025-09-12 01:15:40.549656,event_0058,51.177454993529295,71.44950279403993,accident,,1.2129450939370634,1.3086496695195315
2025-08-31 22:46:17.549656,event_0059,51.15022436047754,71.42761105937464,concert,41651.0,3.3095306516141965,3.691643972318074
